name,id,Rate1,Rate2,Rate3
"Grand Forks, ND",38035,47779,267,2770
"Grant, ND",38037,1870,1327,3545
"Griggs, ND",38039,1962,1660,2727
"Hettinger, ND",38041,1716,1690,2383
"Kidder, ND",38043,1689,941,5252
"LaMoure, ND",38045,2613,241,2440
"Logan, ND",38047,1602,360,985
"McHenry, ND",38049,2873,1818,2774
"McIntosh, ND",38051,2202,641,4376
"McKenzie, ND",38053,4033,663,2054
"McLean, ND",38055,5151,1619,1745
"Mercer, ND",38057,6166,1891,167
"Morton, ND",38059,12622,1025,5171
"Mountrail, ND",38061,3743,1647,1643
"Nelson, ND",38063,2172,576,3887
"Oliver, ND",38065,1134,1657,248
"Pembina, ND",38067,6120,894,4561
"Pierce, ND",38069,3303,899,1989
"Ramsey, ND",38071,8523,1375,4678
"Ransom, ND",38073,3540,733,1193
"Renville, ND",38075,1600,883,3775
"Richland, ND",38077,11342,1635,4718
"Rolette, ND",38079,6279,322,2607
"Sargent, ND",38081,3428,1206,3354
"Sheridan, ND",38083,1048,746,5809
"Sioux, ND",38085,1901,1582,5263
"Slope, ND",38087,467,1792,1964
"Stark, ND",38089,15317,337,304
"Steele, ND",38091,1190,1985,3038
"Stutsman, ND",38093,14375,351,2478
"Towner, ND",38095,1982,1310,1862
"Traill, ND",38097,4545,1051,3372
"Walsh, ND",38099,7632,516,1992
"Ward, ND",38101,40144,687,4707
"Wells, ND",38103,3362,325,4843
"Williams, ND",38105,12867,1412,4923
OHIO,39000,6835688,232,1942
"Adams, OH",39001,12209,1252,5786
"Allen, OH",39003,73516,71,2852
"Ashland, OH",39005,27652,404,5670
"Ashtabula, OH",39007,49235,1810,4591
"Athens, OH",39009,27910,971,23
"Auglaize, OH",39011,25340,1700,4366
"Belmont, OH",39013,31743,1279,3821
"Brown, OH",39015,15503,556,1918
"Butler, OH",39017,162990,1860,2590
"Carroll, OH",39019,12088,340,3720
"Champaign, OH",39021,17146,792,1385
"Clark, OH",39023,72736,1095,4694
"Clermont, OH",39025,73939,1916,2053
"Clinton, OH",39027,30840,1880,2310
"Columbiana, OH",39029,48086,624,3304
"Coshocton, OH",39031,20743,763,3508
"Crawford, OH",39033,23690,1275,2456
"Cuyahoga, OH",39035,974228,619,4708
"Darke, OH",39037,28616,282,429
"Defiance, OH",39039,24450,595,5786
"Delaware, OH",39041,55050,249,5851
"Erie, OH",39043,50808,58,906
"Fairfield, OH",39045,51998,1347,4115
"Fayette, OH",39047,14923,547,3567
"Franklin, OH",39049,858681,804,4707
"Fulton, OH",39051,27803,451,4956
"Gallia, OH",39053,16614,399,5686
"Geauga, OH",39055,48145,800,1062
"Greene, OH",39057,88438,7,1441
"Guernsey, OH",39059,20636,1020,1496
"Hamilton, OH",39061,676627,1506,4633
"Hancock, OH",39063,53405,566,4059
"Hardin, OH",39065,13791,1178,2530
"Harrison, OH",39067,5684,1190,3264
"Henry, OH",39069,15623,59,2009
"Highland, OH",39071,16774,1841,4820
"Hocking, OH",39073,9754,1278,5512
"Holmes, OH",39075,23972,1426,5372
"Huron, OH",39077,34523,13,2178
"Jackson, OH",39079,14890,420,1434
"Jefferson, OH",39081,32099,426,4193
"Knox, OH",39083,26152,912,4421
"Lake, OH",39085,123773,37,1604
"Lawrence, OH",39087,18643,1357,2649
"Licking, OH",39089,73433,1404,4733
"Logan, OH",39091,26650,695,5344
"Lorain, OH",39093,132472,1031,5311
"Lucas, OH",39095,289673,140,3385
"Madison, OH",39097,18461,1305,2338
"Mahoning, OH",39099,141615,1867,3635
"Marion, OH",39101,36175,1202,5453
"Medina, OH",39103,73060,1585,448
"Meigs, OH",39105,7796,648,4719
"Mercer, OH",39107,21366,889,1528
"Miami, OH",39109,56291,830,4102
"Monroe, OH",39111,7392,1219,4797
"Montgomery, OH",39113,361783,1952,3400
"Morgan, OH",39115,5934,283,5821
"Morrow, OH",39117,10830,596,2308
"Muskingum, OH",39119,50939,508,891
"Noble, OH",39121,5039,1650,3689
"Ottawa, OH",39123,20831,557,5074
"Paulding, OH",39125,7623,224,1437
"Perry, OH",39127,10115,810,4099
"Pickaway, OH",39129,22304,748,670
"Pike, OH",39131,15058,913,3845
"Portage, OH",39133,72727,992,3699
"Preble, OH",39135,15556,1534,4288
"Putnam, OH",39137,17144,371,2228
"Richland, OH",39139,74426,1173,1996
"Ross, OH",39141,35238,1342,2180
"Sandusky, OH",39143,33745,722,3221
"Scioto, OH",39145,32537,1842,1739
"Seneca, OH",39147,29184,76,2990
"Shelby, OH",39149,34228,413,5977
"Stark, OH",39151,221573,1184,2192
"Summit, OH",39153,327160,361,1356
"Trumbull, OH",39155,115724,664,718
"Tuscarawas, OH",39157,46714,929,3537
"Union, OH",39159,29064,252,3956
"Van Wert, OH",39161,16218,520,3088
"Vinton, OH",39163,3366,1475,2941
"Warren, OH",39165,77948,1573,2660
"Washington, OH",39167,32682,927,5051
"Wayne, OH",39169,62316,1731,1664
"Williams, OH",39171,24861,1742,1396
"Wood, OH",39173,73940,710,3991
"Wyandot, OH",39175,13031,396,749
OKLAHOMA,40000,2015085,538,3994
"Adair, OK",40001,8456,1485,1856
"Alfalfa, OK",40003,3221,232,4267
"Atoka, OK",40005,6519,598,3358
"Beaver, OK",40007,3224,894,5544
"Beckham, OK",40009,10898,362,636
"Blaine, OK",40011,6159,1188,430
"Bryan, OK",40013,18532,136,2160
"Caddo, OK",40015,12392,1619,1536
"Canadian, OK",40017,35665,989,1025
"Carter, OK",40019,27735,790,5701
"Cherokee, OK",40021,19730,381,979
"Choctaw, OK",40023,6945,1109,1617
"Cimarron, OK",40025,2134,1326,5486
"Cleveland, OK",40027,89233,10,1250
"Coal, OK",40029,2641,522,1090
"Comanche, OK",40031,62733,982,3140
"Cotton, OK",40033,2653,618,3266
"Craig, OK",40035,9185,162,4012
"Creek, OK",40037,28952,712,1749
"Custer, OK",40039,16144,1686,528
"Delaware, OK",40041,13679,262,4433
"Dewey, OK",40043,2897,999,1433
"Ellis, OK",40045,2431,1398,2843
"Garfield, OK",40047,34812,277,3009
"Garvin, OK",40049,14330,1494,5516
"Grady, OK",40051,20527,1419,390
"Grant, OK",40053,2903,1829,594
"Greer, OK",40055,2835,1975,3284
"Harmon, OK",40057,1624,1999,1232
"Harper, OK",40059,2288,682,2869
"Haskell, OK",40061,6091,855,3131
"Hughes, OK",40063,6024,1288,3852
"Jackson, OK",40065,16361,480,4556
"Jefferson, OK",40067,3057,1007,5190
"Johnston, OK",40069,4667,365,3852
"Kay, OK",40071,28071,816,2042
"Kingfisher, OK",40073,8853,1039,1000
"Kiowa, OK",40075,5291,225,4567
"Latimer, OK",40077,6501,1399,2968
"Le Flore, OK",40079,18396,1397,98
"Lincoln, OK",40081,13480,1381,5350
"Logan, OK",40083,13832,1684,253
"Love, OK",40085,3722,1014,3757
"McClain, OK",40087,10000,551,4040
"McCurtain, OK",40089,17554,103,2868
"McIntosh, OK",40091,7377,473,4050
"Major, OK",40093,4855,1811,5380
"Marshall, OK",40095,6107,652,2564
"Mayes, OK",40097,17019,725,758
"Murray, OK",40099,6070,1516,3412
"Muskogee, OK",40101,39315,1633,5542
"Noble, OK",40103,6782,754,504
"Nowata, OK",40105,4040,1331,1798
"Okfuskee, OK",40107,4617,1879,1578
"Oklahoma, OK",40109,522528,1665,2026
"Okmulgee, OK",40111,14393,1860,3674
"Osage, OK",40113,12453,1973,3234
"Ottawa, OK",40115,15396,1524,2985
"Pawnee, OK",40117,5889,298,4542
"Payne, OK",40119,46475,92,1727
"Pittsburg, OK",40121,20997,727,3661
"Pontotoc, OK",40123,21011,1912,717
"Pottawatomie, OK",40125,29714,125,3513
"Pushmataha, OK",40127,5060,338,1004
"Roger Mills, OK",40129,2141,623,1120
"Rogers, OK",40131,33166,790,1983
"Seminole, OK",40133,11601,1404,5825
"Sequoyah, OK",40135,13568,1532,3625
"Stephens, OK",40137,22373,217,1882
"Texas, OK",40139,13831,330,5452
"Tillman, OK",40141,4092,1144,5936
"Tulsa, OK",40143,430526,414,2219
"Wagoner, OK",40145,13799,1182,42
"Washington, OK",40147,24378,647,4760
"Washita, OK",40149,4828,1451,3112
"Woods, OK",40151,5767,563,558
"Woodward, OK",40153,11540,863,1465
OREGON,41000,2110915,1759,2667
"Baker, OR",41001,9015,1608,3751
"Benton, OR",41003,51419,1126,5957
"Clackamas, OR",41005,190727,607,3523
"Clatsop, OR",41007,22331,739,2601
"Columbia, OR",41009,15635,1024,4830
"Coos, OR",41011,31314,1926,133
"Crook, OR",41013,9376,207,4976
"Curry, OR",41015,10418,1551,1441
"Deschutes, OR",41017,75403,563,5831
"Douglas, OR",41019,53240,789,150
"Gilliam, OR",41021,1303,1757,1213
"Grant, OR",41023,4399,486,715
"Harney, OR",41025,4618,1874,3501
"Hood River, OR",41027,13487,733,5564
"Jackson, OR",41029,104087,1909,4375
"Jefferson, OR",41031,8720,256,3210
"Josephine, OR",41033,34112,531,2022
"Klamath, OR",41035,33288,1085,2276
"Lake, OR",41037,4287,1315,4139
"Lane, OR",41039,188631,276,3991
"Lincoln, OR",41041,25272,716,5053
"Linn, OR",41043,53059,575,3887
"Malheur, OR",41045,18584,1213,440
"Marion, OR",41047,161697,1354,4276
"Morrow, OR",41049,5173,764,5738
"Multnomah, OR",41051,553704,298,4763
"Polk, OR",41053,23594,670,4701
"Sherman, OR",41055,1221,923,5449
"Tillamook, OR",41057,12442,1397,4246
"Umatilla, OR",41059,38577,1847,1456
"Union, OR",41061,15269,1852,3107
"Wallowa, OR",41063,4532,1162,4349
"Wasco, OR",41065,12882,1478,1329
"Washington, OR",41067,279055,1525,4921
"Wheeler, OR",41069,745,1152,2863
"Yamhill, OR",41071,39299,1195,385
PENNSYLVANIA,42000,6973171,1873,2633
"Adams, PA",42001,46791,617,715
"Allegheny, PA",42003,875284,402,3968
"Armstrong, PA",42005,31174,752,1929
"Beaver, PA",42007,74347,183,3429
"Bedford, PA",42009,25023,724,5357
"Berks, PA",42011,217859,1562,431
"Blair, PA",42013,73003,589,3007
"Bradford, PA",42015,32497,645,2654
"Bucks, PA",42017,327461,887,2998
"Butler, PA",42019,89232,1592,1831
"Cambria, PA",42021,75858,1850,3739
"Cameron, PA",42023,3504,703,2725
"Carbon, PA",42025,22952,1218,5619
"Centre, PA",42027,96458,1012,3778
"Chester, PA",42029,286201,603,3156
"Clarion, PA",42031,21276,1058,3391
"Clearfield, PA",42033,42001,17,2129
"Clinton, PA",42035,17784,1601,5531
"Columbia, PA",42037,34492,844,3463
"Crawford, PA",42039,46326,1758,1760
"Cumberland, PA",42041,157985,10,4841
"Dauphin, PA",42043,210285,1106,3509
"Delaware, PA",42045,278080,1015,4797
"Elk, PA",42047,20408,710,5725
"Erie, PA",42049,164879,1723,5323
"Fayette, PA",42051,55593,373,1269
"Forest, PA",42053,2274,95,4390
"Franklin, PA",42055,66003,1155,3115
"Fulton, PA",42057,7725,1720,1473
"Greene, PA",42059,16465,174,5908
"Huntingdon, PA",42061,18318,1021,3657
"Indiana, PA",42063,42730,1452,1013
"Jefferson, PA",42065,21711,1615,4699
"Juniata, PA",42067,10579,7,3756
"Lackawanna, PA",42069,123652,279,5378
"Lancaster, PA",42071,285903,1409,3728
"Lawrence, PA",42073,42951,395,4615
"Lebanon, PA",42075,54994,579,994
"Lehigh, PA",42077,210013,522,96
"Luzerne, PA",42079,174401,1840,1759
"Lycoming, PA",42081,67741,1358,325
"McKean, PA",42083,23940,825,645
"Mercer, PA",42085,63523,282,5046
"Mifflin, PA",42087,22448,76,1956
"Monroe, PA",42089,66228,1068,471
"Montgomery, PA",42091,592615,1776,1024
"Montour, PA",42093,14606,1433,2372
"Northampton, PA",42095,114296,1503,1810
"Northumberland, PA",42097,39955,64,2470
"Perry, PA",42099,12858,972,1027
"Philadelphia, PA",42101,780139,1295,3193
"Pike, PA",42103,13579,1929,1843
"Potter, PA",42105,10997,1665,5279
"Schuylkill, PA",42107,63988,32,4235
"Snyder, PA",42109,22463,1994,2297
"Somerset, PA",42111,36711,1492,4563
"Sullivan, PA",42113,2875,1498,609
"Susquehanna, PA",42115,15664,982,4952
"Tioga, PA",42117,19275,129,3871
"Union, PA",42119,22614,1713,3076
"Venango, PA",42121,27572,1372,4155
"Warren, PA",42123,21883,518,5004
"Washington, PA",42125,94592,226,5338
"Wayne, PA",42127,19230,125,3503
"Westmoreland, PA",42129,174257,1075,1153
"Wyoming, PA",42131,13154,654,5889
"York, PA",42133,211496,878,1177
RHODE ISLAND,44000,583826,1976,4976
"Bristol, RI",44001,20025,1371,5351
"Kent, RI",44003,95039,1668,2370
"Newport, RI",44005,52284,1219,1203
"Providence, RI",44007,353387,1378,1743
"Washington, RI",44009,63091,412,4929
SOUTH CAROLINA,45000,2291238,342,2384
"Abbeville, SC",45001,12542,1499,5317
"Aiken, SC",45003,76194,32,886
"Allendale, SC",45005,4994,1728,2338
"Anderson, SC",45007,84942,319,1005
"Bamberg, SC",45009,7085,783,4522
"Barnwell, SC",45011,11021,764,4412
"Beaufort, SC",45013,82199,962,4782
"Berkeley, SC",45015,45919,39,3116
"Calhoun, SC",45017,6704,1564,4547
"Charleston, SC",45019,245655,106,4294
"Cherokee, SC",45021,26018,106,2627
"Chester, SC",45023,16124,199,3203
"Chesterfield, SC",45025,20758,1383,5634
"Clarendon, SC",45027,11478,1979,2052
"Colleton, SC",45029,15295,761,1000
"Darlington, SC",45031,29343,131,2406
"Dillon, SC",45033,12936,1439,2392
"Dorchester, SC",45035,34095,1646,5173
"Edgefield, SC",45037,8227,316,5740
"Fairfield, SC",45039,9711,1351,680
"Florence, SC",45041,80106,1747,4466
"Georgetown, SC",45043,30629,469,3761
"Greenville, SC",45045,290386,1360,5273
"Greenwood, SC",45047,39966,1966,5811
"Hampton, SC",45049,8462,1287,3798
"Horry, SC",45051,126557,556,5050
"Jasper, SC",45053,7148,695,2062
"Kershaw, SC",45055,24169,1054,4168
"Lancaster, SC",45057,26216,808,532
"Laurens, SC",45059,26848,1274,1723
"Lee, SC",45061,6350,1903,3706
"Lexington, SC",45063,112065,1557,3974
"McCormick, SC",45065,3128,872,1236
"Marion, SC",45067,14603,1055,671
"Marlboro, SC",45069,10014,1310,364
"Newberry, SC",45071,16646,1739,4908
"Oconee, SC",45073,32518,432,4597
"Orangeburg, SC",45075,44885,329,3191
"Pickens, SC",45077,48414,446,174
"Richland, SC",45079,264889,630,2523
"Saluda, SC",45081,6874,319,2232
"Spartanburg, SC",45083,148745,125,459
"Sumter, SC",45085,56310,297,2406
"Union, SC",45087,12846,1146,2096
"Williamsburg, SC",45089,12835,905,4220
"York, SC",45091,78389,991,4721
SOUTH DAKOTA,46000,519228,568,1607
"Aurora, SD",46003,1817,720,887
"Beadle, SD",46005,11066,1286,4954
"Bennett, SD",46007,1580,1515,5875
"Bon Homme, SD",46009,3837,1226,1158
"Brookings, SD",46011,20793,1480,1653
"Brown, SD",46013,26691,770,471
"Brule, SD",46015,3424,1289,1970
"Buffalo, SD",46017,699,1850,2854
"Butte, SD",46019,4723,1892,2314
"Campbell, SD",46021,1063,1618,3917
"Charles Mix, SD",46023,5876,643,1899
"Clark, SD",46025,2345,601,3359
"Clay, SD",46027,8965,9,1758
"Codington, SD",46029,20055,577,1342
"Corson, SD",46031,1566,506,4999
"Custer, SD",46033,4568,549,3942
"Davison, SD",46035,14318,1611,5610
"Day, SD",46037,3698,843,336
"Deuel, SD",46039,2799,1341,2159
"Dewey, SD",46041,2702,1795,5909
"Douglas, SD",46043,2035,1783,712
"Edmunds, SD",46045,2287,896,1148
"Fall River, SD",46047,3964,822,3625
"Faulk, SD",46049,1272,510,5745
"Grant, SD",46051,5497,933,5722
"Gregory, SD",46053,2841,198,3951
"Haakon, SD",46055,1648,295,2171
"Hamlin, SD",46057,2476,1332,5627
"Hand, SD",46059,2336,261,3508
"Hanson, SD",46061,1229,1575,4062
"Harding, SD",46063,943,1762,5823
"Hughes, SD",46065,12643,1191,1167
"Hutchinson, SD",46067,4659,1318,3619
"Hyde, SD",46069,1108,980,1507
"Jackson, SD",46071,1346,957,958
"Jerauld, SD",46073,1792,1983,3513
"Jones, SD",46075,967,1335,2644
"Kingsbury, SD",46077,3007,1614,5492
"Lake, SD",46079,7031,1294,2450
"Lawrence, SD",46081,13913,391,3515
"Lincoln, SD",46083,9740,1660,1611
"Lyman, SD",46085,2280,60,5801
"McCook, SD",46087,3051,1019,1091
"McPherson, SD",46089,1653,981,1604
"Marshall, SD",46091,2441,1105,131
"Meade, SD",46093,13772,1690,2532
"Mellette, SD",46095,698,33,828
"Miner, SD",46097,1782,1230,1380
"Minnehaha, SD",46099,132294,124,4873
"Moody, SD",46101,3355,1047,4432
"Pennington, SD",46103,66997,1848,1896
"Perkins, SD",46105,2402,485,5913
"Potter, SD",46107,1620,1363,1277
"Roberts, SD",46109,5091,1749,3912
"Sanborn, SD",46111,1543,1588,4736
"Shannon, SD",46113,4005,1651,3978
"Spink, SD",46115,3943,1279,1268
"Stanley, SD",46117,1775,705,2565
"Sully, SD",46119,1086,1797,845
"Todd, SD",46121,3383,1459,4205
"Tripp, SD",46123,4063,1584,3767
"Turner, SD",46125,4111,604,1828
"Union, SD",46127,12413,633,3563
"Walworth, SD",46129,3846,969,2323
"Yankton, SD",46135,15589,1832,4907
"Ziebach, SD",46137,716,1193,1781
TENNESSEE,47000,3496446,1090,456
"Anderson, TN",47001,50961,956,395
"Bedford, TN",47003,22546,1684,3621
"Benton, TN",47005,7479,1707,2901
"Bledsoe, TN",47007,4644,285,5742
"Blount, TN",47009,50744,772,908
"Bradley, TN",47011,48631,1536,3758
"Campbell, TN",47013,13891,64,3886
"Cannon, TN",47015,5084,814,1245
"Carroll, TN",47017,12930,756,5082
"Carter, TN",47019,19171,1309,3907
"Cheatham, TN",47021,13737,458,2756
"Chester, TN",47023,6483,646,117
"Claiborne, TN",47025,14454,127,3634
"Clay, TN",47027,4169,568,1935
"Cocke, TN",47029,13002,1645,1352
"Coffee, TN",47031,31843,168,3682
"Crockett, TN",47033,6682,80,2899
"Cumberland, TN",47035,22156,1434,3070
"Davidson, TN",47037,536739,642,3886
"Decatur, TN",47039,6398,1610,2465
"DeKalb, TN",47041,8226,495,5643
"Dickson, TN",47043,24170,425,5986
"Dyer, TN",47045,24246,1206,1627
"Fayette, TN",47047,11397,1525,3454
"Fentress, TN",47049,7607,1436,3890
"Franklin, TN",47051,16085,328,2458
"Gibson, TN",47053,24659,676,4982
"Giles, TN",47055,16726,1297,1701
"Grainger, TN",47057,7651,1503,3103
"Greene, TN",47059,38119,343,1460
"Grundy, TN",47061,4804,603,3940
"Hamblen, TN",47063,43324,1043,2933
"Hamilton, TN",47065,238693,499,4061
"Hancock, TN",47067,2464,1150,2084
"Hardeman, TN",47069,11135,675,2150
"Hardin, TN",47071,13077,1388,1797
"Hawkins, TN",47073,19850,817,5410
"Haywood, TN",47075,8335,525,2638
"Henderson, TN",47077,14056,1092,4729
"Henry, TN",47079,17970,70,2749
"Hickman, TN",47081,6511,789,4074
"Houston, TN",47083,2929,713,2070
"Humphreys, TN",47085,8528,1983,3202
"Jackson, TN",47087,6396,1351,796
"Jefferson, TN",47089,18690,202,3169
"Johnson, TN",47091,6514,331,1566
"Knox, TN",47093,272030,1507,1484
"Lake, TN",47095,2229,1479,4766
"Lauderdale, TN",47097,11643,1037,1981
"Lawrence, TN",47099,20018,17,3470
"Lewis, TN",47101,4374,1096,3420
"Lincoln, TN",47103,14112,235,674
"Loudon, TN",47105,15749,454,760
"McMinn, TN",47107,25623,1462,2962
"McNairy, TN",47109,12607,1438,941
"Macon, TN",47111,8759,350,4685
"Madison, TN",47113,68295,868,4783
"Marion, TN",47115,10114,1831,528
"Marshall, TN",47117,16943,1917,5558
"Maury, TN",47119,44686,1866,5226
"Meigs, TN",47121,5428,9,189
"Monroe, TN",47123,16506,648,1830
"Montgomery, TN",47125,56590,1551,2279
"Moore, TN",47127,2470,1183,4830
"Morgan, TN",47129,6355,323,5782
"Obion, TN",47131,19186,1081,2745
"Overton, TN",47133,8523,1797,1113
"Perry, TN",47135,4274,6,471
"Pickett, TN",47137,2028,1786,1253
"Polk, TN",47139,4401,121,3914
"Putnam, TN",47141,41415,976,2591
"Rhea, TN",47143,14969,1494,3243
"Roane, TN",47145,23798,1017,4110
"Robertson, TN",47147,25198,1040,4306
"Rutherford, TN",47149,105033,814,4061
"Scott, TN",47151,8872,1671,1207
"Sequatchie, TN",47153,4125,1743,1501
"Sevier, TN",47155,45012,1199,2317
"Shelby, TN",47157,631619,28,5247
"Smith, TN",47159,9014,134,2044
"Stewart, TN",47161,3882,668,1718
"Sullivan, TN",47163,89780,408,1728
"Sumner, TN",47165,57924,1265,4400
"Tipton, TN",47167,15742,781,4133
"Trousdale, TN",47169,3066,87,2919
"Unicoi, TN",47171,6578,1102,978
"Union, TN",47173,4694,162,4528
"Van Buren, TN",47175,2167,1946,1841
"Warren, TN",47177,22335,247,4031
"Washington, TN",47179,74936,1097,1275
"Wayne, TN",47181,6236,1602,5153
"Weakley, TN",47183,17355,1183,453
"White, TN",47185,11651,617,4695
"Williamson, TN",47187,81632,361,595
"Wilson, TN",47189,42564,863,2059
TEXAS,48000,12244699,300,4898
"Anderson, TX",48001,25083,972,201
"Andrews, TX",48003,6017,161,3936
"Angelina, TX",48005,45620,1455,1268
"Aransas, TX",48007,9665,483,5000
"Archer, TX",48009,3830,972,3577
"Armstrong, TX",48011,1139,1486,246
"Atascosa, TX",48013,15612,887,3224
"Austin, TX",48015,14096,357,4420
"Bailey, TX",48017,3897,1040,2103
"Bandera, TX",48019,6329,1982,3735
"Bastrop, TX",48021,19385,326,2540
"Baylor, TX",48023,2197,1073,891
"Bee, TX",48025,12074,250,2080
"Bell, TX",48027,157218,694,5203
"Bexar, TX",48029,856391,1872,2129
"Blanco, TX",48031,5827,1021,294
"Borden, TX",48033,404,819,3573
"Bosque, TX",48035,7907,733,453
"Bowie, TX",48037,47679,1317,4823
"Brazoria, TX",48039,104999,740,4706
"Brazos, TX",48041,90730,300,5693
"Brewster, TX",48043,5610,1772,2157
"Briscoe, TX",48045,1105,831,453
"Brooks, TX",48047,3283,855,4756
"Brown, TX",48049,21604,282,5314
"Burleson, TX",48051,6967,315,3718
"Burnet, TX",48053,19332,788,3744
"Caldwell, TX",48055,11263,1470,1463
"Calhoun, TX",48057,14982,1073,95
"Callahan, TX",48059,4821,563,3329
"Cameron, TX",48061,140724,1797,2726
"Camp, TX",48063,5486,1460,673
"Carson, TX",48065,5719,1232,781
"Cass, TX",48067,13573,1417,1655
"Castro, TX",48069,4732,71,2931
"Chambers, TX",48071,9696,1693,1057
"Cherokee, TX",48073,23645,500,375
"Childress, TX",48075,3909,942,1240
"Clay, TX",48077,5839,1414,4990
"Cochran, TX",48079,1834,933,4221
"Coke, TX",48081,2195,1252,948
"Coleman, TX",48083,4740,1110,5771
"Collin, TX",48085,247878,568,406
"Collingsworth, TX",48087,2196,208,1745
"Colorado, TX",48089,11570,170,5735
"Comal, TX",48091,41353,1058,1005
"Comanche, TX",48093,8347,1740,5169
"Concho, TX",48095,2142,37,5138
"Cooke, TX",48097,21929,383,4950
"Coryell, TX",48099,19288,309,997
"Cottle, TX",48101,1154,566,5107
"Crane, TX",48103,1977,1796,2536
"Crockett, TX",48105,2237,88,1610
"Crosby, TX",48107,3035,738,4167
"Culberson, TX",48109,1391,266,565
"Dallam, TX",48111,5496,307,3553
"Dallas, TX",48113,1899577,122,1665
"Dawson, TX",48115,7330,737,1294
"Deaf Smith, TX",48117,9186,1114,4728
"Delta, TX",48119,2525,933,5314
"Denton, TX",48121,164595,462,1871
"DeWitt, TX",48123,11565,1484,754
"Dickens, TX",48125,1407,1883,5120
"Dimmit, TX",48127,3860,1814,1437
"Donley, TX",48129,2170,532,1569
"Duval, TX",48131,5319,393,712
"Eastland, TX",48133,11227,288,3395
"Ector, TX",48135,63119,426,1847
"Edwards, TX",48137,1330,1704,2771
"Ellis, TX",48139,46754,800,4783
"El Paso, TX",48141,326272,275,3995
"Erath, TX",48143,19905,1186,4289
"Falls, TX",48145,7941,817,2791
"Fannin, TX",48147,13590,1375,4389
"Fayette, TX",48149,15246,1701,1678
"Fisher, TX",48151,2267,1191,2321
"Floyd, TX",48153,3746,119,4191
"Foard, TX",48155,922,300,4368
"Fort Bend, TX",48157,144727,1929,3979
"Franklin, TX",48159,5474,913,2197
"Freestone, TX",48161,8545,1721,2426
"Frio, TX",48163,5878,1281,2745
"Gaines, TX",48165,7321,1920,564
"Galveston, TX",48167,118200,354,610
"Garza, TX",48169,2871,1045,2771
"Gillespie, TX",48171,13160,945,2004
"Glasscock, TX",48173,955,824,917
"Goliad, TX",48175,3026,1979,3426
"Gonzales, TX",48177,10270,622,73
"Gray, TX",48179,11580,1603,5284
"Grayson, TX",48181,57876,628,4814
"Gregg, TX",48183,83520,1393,71
"Grimes, TX",48185,10558,766,5542
"Guadalupe, TX",48187,31489,484,3528
"Hale, TX",48189,19777,910,3039
"Hall, TX",48191,2078,1192,3544
"Hamilton, TX",48193,4859,629,5609
"Hansford, TX",48195,3491,883,1266
"Hardeman, TX",48197,2529,1731,1296
"Hardin, TX",48199,15587,486,3268
"Harris, TX",48201,2297072,1060,2221
"Harrison, TX",48203,29834,929,3048
"Hartley, TX",48205,1981,137,364
"Haskell, TX",48207,3408,1147,3937
"Hays, TX",48209,49824,668,3317
"Hemphill, TX",48211,2329,224,2866
"Henderson, TX",48213,28835,298,4439
"Hidalgo, TX",48215,214392,634,1865
"Hill, TX",48217,15458,926,4025
"Hockley, TX",48219,11952,834,2478
"Hood, TX",48221,13906,867,1665
"Hopkins, TX",48223,17834,78,2479
"Houston, TX",48225,11485,555,660
"Howard, TX",48227,16225,1794,2028
"Hudspeth, TX",48229,1366,590,4709
"Hunt, TX",48231,37214,1421,5053
"Hutchinson, TX",48233,11775,1140,3718
"Irion, TX",48235,919,1628,5308
"Jack, TX",48237,4146,1099,4110
"Jackson, TX",48239,7993,1465,3581
"Jasper, TX",48241,16930,1454,5286
"Jeff Davis, TX",48243,1238,1218,5229
"Jefferson, TX",48245,148056,1269,5153
"Jim Hogg, TX",48247,2191,738,5147
"Jim Wells, TX",48249,18518,945,4544
"Johnson, TX",48251,52069,1577,3640
"Jones, TX",48253,8745,1130,2300
"Karnes, TX",48255,7175,1273,5414
"Kaufman, TX",48257,31531,432,5825
"Kendall, TX",48259,13055,1292,918
"Kenedy, TX",48261,403,535,4250
"Kent, TX",48263,638,705,3845
"Kerr, TX",48265,24612,270,4208
"Kimble, TX",48267,3007,261,2212
"King, TX",48269,273,1673,3004
"Kinney, TX",48271,1081,1282,987
"Kleberg, TX",48273,13905,932,4408
"Knox, TX",48275,2294,1077,754
"Lamar, TX",48277,28804,338,5008
"Lamb, TX",48279,7054,181,4264
"Lampasas, TX",48281,7327,1425,5550
"La Salle, TX",48283,2280,242,1245
"Lavaca, TX",48285,11457,1089,2492
"Lee, TX",48287,9058,1663,176
"Leon, TX",48289,8946,302,5724
"Liberty, TX",48291,25136,1809,4120
"Limestone, TX",48293,11190,951,2943
"Lipscomb, TX",48295,1908,564,778
"Live Oak, TX",48297,5123,1414,1206
"Llano, TX",48299,7168,417,2025
"Loving, TX",48301,98,103,2161
"Lubbock, TX",48303,151754,1026,5899
"Lynn, TX",48305,2819,968,4306
"McCulloch, TX",48307,4740,1999,978
"McLennan, TX",48309,124100,856,353
"McMullen, TX",48311,685,1495,926
"Madison, TX",48313,6038,1809,2104
"Marion, TX",48315,3499,929,2871
"Martin, TX",48317,2403,1546,5480
"Mason, TX",48319,2431,1690,2888
"Matagorda, TX",48321,16771,184,5054
"Maverick, TX",48323,15552,1092,5031
"Medina, TX",48325,14407,231,2119
